name,game_date,period,toulan_cengong,x,y
Cory Joseph,3/19/17,2,1,17,87
Dirk Nowitzki,3/19/17,1,1,-145,7
Zaza Pachulia,3/20/17,1,0,-7,11
Marvin Williams,3/20/17,4,1,0,1
Cody Zeller,3/20/17,1,1,-7,3
Frank Kaminsky,3/20/17,3,1,-7,7
Jeremy Lamb,3/20/17,2,1,-9,3
Norris Cole,3/20/17,4,1,46,28
Frank Kaminsky,3/20/17,4,1,-17,61
Kemba Walker,3/20/17,3,0,-38,38
Norris Cole,3/20/17,4,1,-17,72
Jeremy Lamb,3/20/17,4,1,9,3
Kemba Walker,3/20/17,4,0,14,7
Eric Gordon,3/20/17,4,1,10,16
Zaza Pachulia,3/20/17,3,0,25,7
Cody Zeller,3/20/17,3,1,0,1
Nicolas Batum,3/20/17,1,0,71,115
Kemba Walker,3/20/17,3,0,-96,61
Kemba Walker,3/20/17,4,0,-110,57
Nicolas Batum,3/20/17,1,1,-42,154
Jeremy Lamb,3/20/17,2,1,-151,210
Frank Kaminsky,3/20/17,4,1,-35,272
Marvin Williams,3/20/17,2,0,-94,18
Frank Kaminsky,3/20/17,1,0,35,273
Eric Gordon,3/20/17,3,1,-230,7
Kemba Walker,3/20/17,1,0,48,139
Raymond Felton,3/20/17,4,0,-66,273
Jeremy Lamb,3/20/17,1,0,168,115
Cody Zeller,3/20/17,1,1,-9,156
Frank Kaminsky,3/20/17,4,0,27,51
Kemba Walker,3/20/17,2,1,164,198
Frank Kaminsky,3/20/17,3,1,-91,273
Jeremy Lamb,3/20/17,3,1,-223,11
Kemba Walker,3/20/17,2,0,51,51
Kemba Walker,3/20/17,1,0,-66,239
Jeremy Lamb,3/20/17,4,0,-14,72
Eric Gordon,3/20/17,4,1,191,159
Frank Kaminsky,3/20/17,1,0,137,214
Frank Kaminsky,3/20/17,2,0,73,16
Kemba Walker,3/20/17,3,1,115,219
Jeremy Lamb,3/20/17,4,0,-238,38
Marvin Williams,3/20/17,3,0,-235,21
Cody Zeller,3/20/17,3,0,-50,67
Kemba Walker,3/20/17,2,0,168,257
Brian Roberts,3/20/17,4,0,91,228
Marvin Williams,3/20/17,3,0,87,228
Eric Gordon,3/20/17,2,0,182,180
Marvin Williams,3/20/17,2,0,238,11
Jeremy Lamb,3/20/17,2,0,-102,232
Nicolas Batum,3/20/17,1,1,225,36
Frank Kaminsky,3/20/17,1,0,110,16
Eric Gordon,3/20/17,1,0,-76,239
Frank Kaminsky,3/20/17,4,0,-186,169
Marvin Williams,3/20/17,1,0,-25,249
Eric Gordon,3/20/17,2,0,181,185
Frank Kaminsky,3/20/17,2,1,133,239
Kemba Walker,3/20/17,3,0,137,203
Cody Zeller,3/20/17,1,1,130,144
Kemba Walker,3/20/17,2,1,191,165
Eric Gordon,3/20/17,4,0,189,100
Cody Zeller,3/20/17,1,0,-22,23
Kemba Walker,3/20/17,3,0,-74,247
Eric Gordon,3/20/17,4,1,197,165
Nicolas Batum,3/20/17,1,0,-55,242
Nicolas Batum,3/20/17,1,0,123,124
Marvin Williams,3/20/17,1,1,-14,51
Marvin Williams,3/20/17,2,1,9,2
Raymond Felton,3/20/17,4,0,-2,21
Jeremy Lamb,3/20/17,4,1,1,8
Marvin Williams,3/20/17,1,1,1,26
Raymond Felton,3/20/17,4,0,82,146
Nicolas Batum,3/20/17,2,1,56,183
Kemba Walker,3/20/17,3,1,-66,190
Raymond Felton,3/20/17,2,0,15,144
Kemba Walker,3/20/17,4,1,-89,234
Kemba Walker,3/20/17,4,1,151,43
Eric Gordon,3/20/17,1,1,4,247
Raymond Felton,3/20/17,1,0,-9,18
Zaza Pachulia,3/20/17,1,0,9,11
Marvin Williams,3/20/17,1,1,9,7
Zaza Pachulia,3/20/17,1,1,56,28
Nicolas Batum,3/20/17,3,1,123,23
Nicolas Batum,3/20/17,2,1,69,61
Anthony Davis,3/21/17,3,1,0,1
Anthony Davis,3/21/17,1,1,0,1
Cory Joseph,3/21/17,2,0,48,26
Jonas Valanciunas,3/21/17,3,1,40,8
DeMar DeRozan,3/21/17,5,0,22,13
DeMar DeRozan,3/21/17,2,0,19,31
DeMar DeRozan,3/21/17,1,0,22,16
Wesley Matthews,3/21/17,2,1,112,26
Patrick Patterson,3/21/17,5,0,50,16
DeMar DeRozan,3/21/17,5,0,27,7
Wesley Matthews,3/21/17,1,0,-11,90
DeMar DeRozan,3/21/17,3,1,2,92
DeMar DeRozan,3/21/17,1,0,20,2
DeMar DeRozan,3/21/17,4,0,28,33
Cory Joseph,3/21/17,1,0,123,2
Cory Joseph,3/21/17,2,1,-29,70
DeMar DeRozan,3/21/17,1,0,69,61
DeMar DeRozan,3/21/17,5,1,6,70
Wesley Matthews,3/21/17,3,0,-65,75
DeMar DeRozan,3/21/17,1,1,30,38
DeMar DeRozan,3/21/17,2,1,42,52
DeMar DeRozan,3/21/17,3,1,10,7
Cory Joseph,3/21/17,3,1,33,7
DeMar DeRozan,3/21/17,5,0,43,18
DeMarre Carroll,3/21/17,1,0,19,-11
Cory Joseph,3/21/17,4,1,35,2
DeMar DeRozan,3/21/17,4,0,-25,16
Raymond Felton,3/21/17,4,1,5,11
DeMar DeRozan,3/21/17,3,1,-16,16
DeMar DeRozan,3/21/17,4,1,2,16
Patrick Patterson,3/21/17,4,1,14,7
DeMar DeRozan,3/21/17,1,1,28,13
Anthony Davis,3/21/17,3,1,0,1
Dirk Nowitzki,3/21/17,3,0,73,116
DeMar DeRozan,3/21/17,5,0,-225,-1
Jonas Valanciunas,3/21/17,2,1,2,31
Anthony Davis,3/21/17,1,0,9,65
Jonas Valanciunas,3/21/17,3,1,48,16
Cory Joseph,3/21/17,1,0,-243,-11
Anthony Davis,3/21/17,4,0,173,195
DeMar DeRozan,3/21/17,1,0,-237,11
DeMar DeRozan,3/21/17,2,1,194,257
DeMarre Carroll,3/21/17,2,1,-237,-5
Raymond Felton,3/21/17,4,0,70,124
Jonas Valanciunas,3/21/17,1,1,-148,46
Dirk Nowitzki,3/21/17,2,0,-76,149
Wesley Matthews,3/21/17,3,0,-110,247
Anthony Davis,3/21/17,3,0,-137,180
Dirk Nowitzki,3/21/17,3,1,-124,80
Anthony Davis,3/21/17,2,0,-171,11
Wesley Matthews,3/21/17,1,1,230,36
Dirk Nowitzki,3/21/17,3,0,120,213
DeMar DeRozan,3/21/17,3,0,-110,154
Anthony Davis,3/21/17,3,1,109,90
Anthony Davis,3/21/17,2,0,1,458
Dirk Nowitzki,3/21/17,3,1,-124,164
Zaza Pachulia,3/21/17,3,1,168,95
Cory Joseph,3/21/17,3,0,168,208
Jonas Valanciunas,3/21/17,2,0,-73,170
Anthony Davis,3/21/17,4,0,92,36
DeMarre Carroll,3/21/17,2,0,-219,116
Cory Joseph,3/21/17,2,1,235,2
Dirk Nowitzki,3/21/17,1,0,-83,232
Anthony Davis,3/21/17,4,1,-132,126
Dwight Powell,3/21/17,4,0,-232,11
Dirk Nowitzki,3/21/17,1,1,4,242
Dirk Nowitzki,3/21/17,4,0,-60,234
Dirk Nowitzki,3/21/17,2,1,-158,106
DeMarre Carroll,3/21/17,1,1,-235,2
Dwight Powell,3/21/17,4,0,122,218
Anthony Davis,3/21/17,3,1,-86,51
Dirk Nowitzki,3/21/17,1,1,9,188
Dirk Nowitzki,3/21/17,2,1,-155,7
Wesley Matthews,3/21/17,2,1,230,47
DeMar DeRozan,3/21/17,1,0,43,169
Anthony Davis,3/21/17,2,0,14,16
Anthony Davis,3/21/17,2,0,-1,16
DeMar DeRozan,3/21/17,1,1,-19,3
Cory Joseph,3/21/17,4,1,35,11
Dwight Powell,3/21/17,4,1,12,-5
Anthony Davis,3/21/17,1,0,-4,2
DeMar DeRozan,3/21/17,3,1,42,36
DeMar DeRozan,3/21/17,1,0,168,65
DeMar DeRozan,3/21/17,1,1,-109,129
DeMar DeRozan,3/21/17,3,0,-99,239
DeMar DeRozan,3/21/17,4,1,-117,120
Cory Joseph,3/21/17,5,1,-178,41
DeMar DeRozan,3/21/17,4,0,64,257
DeMar DeRozan,3/21/17,5,0,176,2
Raymond Felton,3/21/17,4,1,101,178
DeMar DeRozan,3/21/17,1,1,159,92
Wesley Matthews,3/21/17,1,0,91,223
DeMar DeRozan,3/21/17,2,0,-60,136
Dirk Nowitzki,3/21/17,4,0,-133,131
Jonas Valanciunas,3/21/17,3,0,-153,51
Cory Joseph,3/21/17,3,0,-205,141
DeMar DeRozan,3/21/17,3,1,143,28
Anthony Davis,3/21/17,4,1,0,1
Dwight Powell,3/21/17,4,1,0,1
Anthony Davis,3/21/17,4,1,22,16
Zaza Pachulia,3/21/17,1,1,9,-11
Dwight Powell,3/21/17,4,1,0,1
Zaza Pachulia,3/21/17,3,1,6,2
DeMar DeRozan,3/21/17,4,1,32,11
Raymond Felton,3/21/17,2,0,-196,23
Wesley Matthews,3/21/17,1,0,-114,214
DeMarre Carroll,3/21/17,1,0,112,229
DeMar DeRozan,3/21/17,4,0,-12,0
Anthony Davis,3/21/17,2,1,-14,18
Patrick Patterson,3/21/17,5,1,6,7
Patrick Patterson,3/21/17,2,1,12,61
Dirk Nowitzki,3/21/17,2,0,-140,56
DeMar DeRozan,3/21/17,3,0,42,26
DeMar DeRozan,3/21/17,4,0,-61,56
DeMar DeRozan,3/21/17,5,1,-22,159
Cody Zeller,3/22/17,1,1,0,1
Cody Zeller,3/22/17,1,1,0,1
Deron Williams,3/22/17,4,1,0,7
Nicolas Batum,3/22/17,3,1,20,2
Marvin Williams,3/22/17,3,1,9,8
Deron Williams,3/22/17,4,1,17,3
Jeremy Lamb,3/22/17,3,1,-6,8
Frank Kaminsky,3/22/17,1,0,33,-5
Kemba Walker,3/22/17,4,1,46,-6
Nicolas Batum,3/22/17,3,1,68,16
Cody Zeller,3/22/17,3,0,69,18
Deron Williams,3/22/17,4,1,-9,16
Kemba Walker,3/22/17,4,0,-5,-1
Kemba Walker,3/22/17,2,1,24,7
Marvin Williams,3/22/17,1,0,19,8
Kemba Walker,3/22/17,3,1,20,3
Cody Zeller,3/22/17,1,0,15,2
Frank Kaminsky,3/22/17,4,1,4,16
Kemba Walker,3/22/17,1,1,-1,7
Nicolas Batum,3/22/17,1,0,1,1
Nicolas Batum,3/22/17,3,1,-11,7
Cody Zeller,3/22/17,3,1,0,1
Nicolas Batum,3/22/17,2,1,117,26
Jeremy Lamb,3/22/17,4,0,101,101
Frank Kaminsky,3/22/17,3,0,46,97
Kemba Walker,3/22/17,1,0,-58,51
Frank Kaminsky,3/22/17,1,0,-50,21
Cody Zeller,3/22/17,3,0,37,2
Kemba Walker,3/22/17,3,1,-169,-6
Kemba Walker,3/22/17,3,0,-92,249
Marvin Williams,3/22/17,3,1,235,23
Nicolas Batum,3/22/17,2,0,68,228
Deron Williams,3/22/17,2,1,-202,149
Kemba Walker,3/22/17,1,0,-115,-10
Frank Kaminsky,3/22/17,1,0,-196,159
Nicolas Batum,3/22/17,3,0,146,120
Jeremy Lamb,3/22/17,4,0,146,213
Frank Kaminsky,3/22/17,4,1,218,169
Kemba Walker,3/22/17,4,1,192,159
Deron Williams,3/22/17,1,1,-137,203
Norris Cole,3/22/17,4,0,-147,-29
Marvin Williams,3/22/17,2,0,-243,16
Deron Williams,3/22/17,4,0,-210,160
Deron Williams,3/22/17,4,1,109,144
Nicolas Batum,3/22/17,3,0,-48,234
Nicolas Batum,3/22/17,2,0,63,244
Frank Kaminsky,3/22/17,2,0,-19,193
Jeremy Lamb,3/22/17,1,0,-94,3
Nicolas Batum,3/22/17,4,1,19,174
Nicolas Batum,3/22/17,4,0,-76,195
Deron Williams,3/22/17,4,0,112,224
Kemba Walker,3/22/17,4,0,161,232
Frank Kaminsky,3/22/17,2,1,89,244
Nicolas Batum,3/22/17,1,0,-117,213
Deron Williams,3/22/17,2,1,73,105
Frank Kaminsky,3/22/17,3,0,166,213
Frank Kaminsky,3/22/17,4,1,182,169
Marvin Williams,3/22/17,4,1,164,26
Frank Kaminsky,3/22/17,4,1,-40,244
Frank Kaminsky,3/22/17,1,0,-58,237
Norris Cole,3/22/17,4,0,-94,124
Cody Zeller,3/22/17,3,1,37,41
Norris Cole,3/22/17,4,0,-94,134
Cody Zeller,3/22/17,4,1,12,-11
Kemba Walker,3/22/17,2,0,27,11
Kemba Walker,3/22/17,4,0,20,-16
Cody Zeller,3/22/17,1,1,20,2
Kemba Walker,3/22/17,2,0,-81,239
Deron Williams,3/22/17,2,1,-125,174
Nicolas Batum,3/22/17,4,0,130,3
Norris Cole,3/22/17,4,1,-71,170
Jeremy Lamb,3/22/17,4,0,122,120
Kemba Walker,3/22/17,3,1,-91,169
Kemba Walker,3/22/17,4,0,159,210
Kemba Walker,3/22/17,3,0,143,223
Jeremy Lamb,3/22/17,2,0,53,160
Kemba Walker,3/22/17,1,0,110,224
Nicolas Batum,3/22/17,3,0,28,115
Jeremy Lamb,3/22/17,1,1,-1,3
Kemba Walker,3/22/17,3,0,87,139
Kemba Walker,3/22/17,2,0,2,183
Marvin Williams,3/22/17,1,0,137,195
Frank Kaminsky,3/22/17,2,1,2,11
Cody Zeller,3/22/17,4,1,-16,8
Kemba Walker,3/22/17,3,1,105,101
Marvin Williams,3/22/17,2,0,-58,77
Jeremy Lamb,3/22/17,1,0,-150,-24
Dwight Powell,3/23/17,4,0,17,3
Wesley Matthews,3/23/17,4,0,24,7
DeMar DeRozan,3/23/17,2,1,-7,0
Dirk Nowitzki,3/23/17,2,1,9,-1
DeMarre Carroll,3/23/17,1,1,15,8
DeMar DeRozan,3/23/17,4,0,9,8
DeMar DeRozan,3/23/17,3,0,14,11
DeMar DeRozan,3/23/17,1,1,14,8
Jeremy Lin,3/23/17,3,1,2,21
Cory Joseph,3/23/17,1,0,17,2
Dirk Nowitzki,3/23/17,2,1,130,2
Dirk Nowitzki,3/23/17,3,1,153,-1
DeMar DeRozan,3/23/17,3,1,-37,110
DeMar DeRozan,3/23/17,4,1,-52,38
Jeremy Lin,3/23/17,3,0,122,43
Jeremy Lin,3/23/17,2,0,92,57
Wesley Matthews,3/23/17,3,0,50,239
Dirk Nowitzki,3/23/17,1,0,-61,257
Patrick Patterson,3/23/17,2,0,-86,228
Wesley Matthews,3/23/17,2,0,-34,175
Dirk Nowitzki,3/23/17,2,1,102,105
Cory Joseph,3/23/17,1,0,84,229
DeMar DeRozan,3/23/17,4,0,197,144
DeMarre Carroll,3/23/17,1,0,-237,47
Wesley Matthews,3/23/17,1,0,-153,183
Dwight Powell,3/23/17,2,0,169,-5
Jeremy Lin,3/23/17,2,1,123,190
Cory Joseph,3/23/17,2,1,-34,242
Jeremy Lin,3/23/17,2,1,104,228
Dirk Nowitzki,3/23/17,1,1,55,193
Cory Joseph,3/23/17,1,1,-71,136
Dirk Nowitzki,3/23/17,2,0,43,131
DeMar DeRozan,3/23/17,1,1,-29,139
Raymond Felton,3/23/17,3,0,-155,609
DeMarre Carroll,3/23/17,1,0,-228,-6
Wesley Matthews,3/23/17,3,1,191,156
DeMar DeRozan,3/23/17,4,0,112,131
Patrick Patterson,3/23/17,2,1,-110,-9
Jeremy Lin,3/23/17,1,0,97,229
Wesley Matthews,3/23/17,4,0,223,100
Cory Joseph,3/23/17,4,0,-173,170
Raymond Felton,3/23/17,4,0,-225,28
Dirk Nowitzki,3/23/17,4,0,-124,159
DeMar DeRozan,3/23/17,3,0,-132,214
Patrick Patterson,3/23/17,2,0,-179,170
Jeremy Lin,3/23/17,1,0,91,239
DeMar DeRozan,3/23/17,4,0,94,134
Dirk Nowitzki,3/23/17,3,1,-55,180
Dwight Powell,3/23/17,4,0,191,16
Patrick Patterson,3/23/17,3,0,19,242
Dirk Nowitzki,3/23/17,4,0,-19,149
Dirk Nowitzki,3/23/17,3,0,137,232
Jonas Valanciunas,3/23/17,3,0,105,146
DeMarre Carroll,3/23/17,3,0,-237,36
DeMar DeRozan,3/23/17,2,0,-196,-1
Patrick Patterson,3/23/17,4,0,-230,11
Dirk Nowitzki,3/23/17,2,1,-47,183
Patrick Patterson,3/23/17,4,0,15,18
DeMar DeRozan,3/23/17,2,0,9,11
Patrick Patterson,3/23/17,3,1,14,8
Jonas Valanciunas,3/23/17,1,0,-3,24
DeMar DeRozan,3/23/17,4,1,-79,156
DeMar DeRozan,3/23/17,1,1,181,65
DeMar DeRozan,3/23/17,3,1,81,129
DeMar DeRozan,3/23/17,1,1,128,129
DeMar DeRozan,3/23/17,2,1,-53,154
Wesley Matthews,3/23/17,1,0,45,85
Raymond Felton,3/23/17,2,0,151,115
Cory Joseph,3/23/17,3,1,-81,136
DeMar DeRozan,3/23/17,3,1,-47,169
Dwight Powell,3/23/17,4,1,0,1
Dwight Powell,3/23/17,1,1,0,1
DeMarre Carroll,3/23/17,3,1,15,13
DeMar DeRozan,3/23/17,1,1,17,2
Wesley Matthews,3/23/17,1,0,74,75
Cory Joseph,3/23/17,3,0,-78,26
DeMar DeRozan,3/23/17,1,1,122,7
DeMar DeRozan,3/23/17,1,0,-84,136
Patrick Patterson,3/23/17,1,0,-101,51
DeMar DeRozan,3/23/17,2,0,148,100
Cory Joseph,3/23/17,1,0,58,121
DeMar DeRozan,3/23/17,3,1,148,41
DeMar DeRozan,3/23/17,4,0,71,124
Anthony Davis,3/24/17,3,1,-4,23
Anthony Davis,3/24/17,2,1,4,21
Eric Gordon,3/24/17,2,1,20,13
Cody Zeller,3/24/17,2,1,10,-1
Jeremy Lamb,3/24/17,3,0,17,-1
Anthony Davis,3/24/17,2,1,14,13
Eric Gordon,3/24/17,3,0,-6,26
Jeremy Lin,3/24/17,2,1,15,3
Jeremy Lamb,3/24/17,4,1,1,0
Anthony Davis,3/24/17,4,1,0,1
Marvin Williams,3/24/17,3,1,0,1
Jeremy Lamb,3/24/17,3,1,-1,61
Anthony Davis,3/24/17,1,0,-6,67
Anthony Davis,3/24/17,2,1,-12,3
Deron Williams,3/24/17,4,1,17,2
Kemba Walker,3/24/17,2,1,6,-1
Kemba Walker,3/24/17,3,1,6,-1
Kemba Walker,3/24/17,2,1,2,-1
Nicolas Batum,3/24/17,2,1,4,3
Marvin Williams,3/24/17,3,1,6,7
Anthony Davis,3/24/17,2,0,19,36
Kemba Walker,3/24/17,1,0,-6,2
Eric Gordon,3/24/17,2,1,-19,11
Nicolas Batum,3/24/17,1,1,-11,7
Eric Gordon,3/24/17,2,1,9,7
Marvin Williams,3/24/17,1,0,19,-1
Cody Zeller,3/24/17,1,1,0,1
Cody Zeller,3/24/17,4,1,0,1
Nicolas Batum,3/24/17,3,1,166,18
Kemba Walker,3/24/17,2,0,133,-15
Nicolas Batum,3/24/17,2,1,-45,85
Jeremy Lin,3/24/17,1,1,-106,-6
Jeremy Lin,3/24/17,1,1,10,13
Cody Zeller,3/24/17,1,1,-6,65
Anthony Davis,3/24/17,1,0,-55,46
Kemba Walker,3/24/17,3,0,-135,80
Eric Gordon,3/24/17,1,0,-129,208
Kemba Walker,3/24/17,1,0,-35,56
Frank Kaminsky,3/24/17,1,0,-228,43
Marvin Williams,3/24/17,3,0,123,239
Dante Cunningham,3/24/17,1,0,238,11
Anthony Davis,3/24/17,3,1,109,149
Nicolas Batum,3/24/17,1,1,110,219
Anthony Davis,3/24/17,3,0,-145,151
Nicolas Batum,3/24/17,3,0,132,214
Anthony Davis,3/24/17,1,0,58,188
Frank Kaminsky,3/24/17,2,0,-45,249
Eric Gordon,3/24/17,2,0,-137,223
Zaza Pachulia,3/24/17,3,0,-9,31
Nicolas Batum,3/24/17,4,0,101,239
Kemba Walker,3/24/17,3,1,-11,126
Nicolas Batum,3/24/17,1,0,66,234
Nicolas Batum,3/24/17,2,0,76,169
Marvin Williams,3/24/17,1,0,74,203
Jeremy Lin,3/24/17,3,0,40,159
Kemba Walker,3/24/17,4,0,176,219
Jeremy Lamb,3/24/17,2,0,-107,11
Marvin Williams,3/24/17,3,0,171,183
Kemba Walker,3/24/17,3,1,32,242
Jeremy Lin,3/24/17,1,0,-107,247
Jeremy Lin,3/24/17,1,0,56,277
Marvin Williams,3/24/17,4,0,69,62
Anthony Davis,3/24/17,1,0,-137,57
Anthony Davis,3/24/17,3,0,192,169
Nicolas Batum,3/24/17,1,0,60,239
Nicolas Batum,3/24/17,2,1,91,11
Nicolas Batum,3/24/17,2,0,-25,237
Nicolas Batum,3/24/17,4,1,161,195
Zaza Pachulia,3/24/17,3,0,-7,43
Frank Kaminsky,3/24/17,4,0,45,62
Jeremy Lin,3/24/17,2,0,227,129
Marvin Williams,3/24/17,4,0,-228,29
Kemba Walker,3/24/17,1,0,153,224
Anthony Davis,3/24/17,2,0,-89,180
Eric Gordon,3/24/17,4,1,-63,257
Kemba Walker,3/24/17,4,0,122,224
Kemba Walker,3/24/17,1,1,-52,239
Jeremy Lin,3/24/17,2,1,-52,244
Zaza Pachulia,3/24/17,3,0,-132,57
Kemba Walker,3/24/17,2,0,1,252
Jeremy Lamb,3/24/17,1,0,240,21
Anthony Davis,3/24/17,3,0,-1,213
Marvin Williams,3/24/17,2,0,-29,70
Eric Gordon,3/24/17,2,0,-2,257
Jeremy Lin,3/24/17,2,0,-130,234
Frank Kaminsky,3/24/17,1,0,-189,164
Anthony Davis,3/24/17,1,1,92,180
Nicolas Batum,3/24/17,3,0,-73,237
Nicolas Batum,3/24/17,4,0,22,121
Jeremy Lin,3/24/17,1,0,-52,13
Anthony Davis,3/24/17,3,1,137,75
Frank Kaminsky,3/24/17,3,0,79,67
Eric Gordon,3/24/17,4,1,240,21
Kemba Walker,3/24/17,2,1,68,237
Frank Kaminsky,3/24/17,2,0,-225,16
Kemba Walker,3/24/17,1,1,-112,214
Anthony Davis,3/24/17,3,1,86,203
Nicolas Batum,3/24/17,4,0,-50,234
Nicolas Batum,3/24/17,2,0,25,85
Anthony Davis,3/24/17,2,1,-158,65
Frank Kaminsky,3/24/17,3,0,101,232
Cody Zeller,3/24/17,3,1,25,-1
Jeremy Lin,3/24/17,3,0,9,7
Nicolas Batum,3/24/17,2,0,4,-5
Frank Kaminsky,3/24/17,1,0,-9,21
Kemba Walker,3/24/17,3,0,-11,2
Jeremy Lin,3/24/17,2,0,19,3
Marvin Williams,3/24/17,4,0,20,-1
Anthony Davis,3/24/17,4,1,-91,178
Kemba Walker,3/24/17,1,1,50,247
Kemba Walker,3/24/17,4,0,186,188
Cody Zeller,3/24/17,1,1,0,1
Zaza Pachulia,3/24/17,1,1,2,16
Jeremy Lin,3/24/17,3,1,10,7
Deron Williams,3/24/17,3,0,-158,18
Eric Gordon,3/24/17,2,0,50,61
Kemba Walker,3/24/17,3,1,-4,-1
Anthony Davis,3/24/17,3,1,-27,165
Jeremy Lamb,3/24/17,4,0,156,198
Anthony Davis,3/24/17,1,1,10,7
Anthony Davis,3/24/17,2,0,-68,46
Marvin Williams,3/24/17,4,1,40,80
Frank Kaminsky,3/24/17,2,0,-156,2
Anthony Davis,3/24/17,3,1,159,80
Jonas Valanciunas,3/25/17,2,0,27,31
DeMar DeRozan,3/25/17,1,1,-73,56
Jonas Valanciunas,3/25/17,3,0,0,1
DeMar DeRozan,3/25/17,1,1,-7,11
Jonas Valanciunas,3/25/17,2,1,14,41
Wesley Matthews,3/25/17,1,1,12,90
Wesley Matthews,3/25/17,3,0,61,47
Cory Joseph,3/25/17,4,1,-6,100
Cory Joseph,3/25/17,2,0,-94,7
DeMar DeRozan,3/25/17,1,0,2,72
Raymond Felton,3/25/17,3,1,-6,90
DeMar DeRozan,3/25/17,1,0,56,110
Dirk Nowitzki,3/25/17,3,0,17,56
DeMar DeRozan,3/25/17,2,0,-106,21
Cory Joseph,3/25/17,3,1,96,46
Raymond Felton,3/25/17,2,0,17,-1
Cory Joseph,3/25/17,3,1,4,7
DeMar DeRozan,3/25/17,1,0,25,8
Deron Williams,3/25/17,2,1,24,-6
DeMar DeRozan,3/25/17,3,1,-14,0
Dirk Nowitzki,3/25/17,3,1,130,33
Wesley Matthews,3/25/17,3,0,7,124
Cory Joseph,3/25/17,4,1,4,65
Jonas Valanciunas,3/25/17,1,1,-52,21
Jonas Valanciunas,3/25/17,3,0,0,26
DeMar DeRozan,3/25/17,1,0,-148,262
Deron Williams,3/25/17,2,1,-160,193
Deron Williams,3/25/17,4,0,-114,126
Wesley Matthews,3/25/17,3,0,141,208
Cory Joseph,3/25/17,4,0,233,8
Wesley Matthews,3/25/17,1,0,-16,242
Cory Joseph,3/25/17,3,0,141,-6
Wesley Matthews,3/25/17,1,0,27,178
Dirk Nowitzki,3/25/17,1,1,-135,110
Deron Williams,3/25/17,4,1,28,185
DeMar DeRozan,3/25/17,4,0,-166,11
DeMar DeRozan,3/25/17,3,0,-48,159
Dirk Nowitzki,3/25/17,1,0,-176,85
Dwight Powell,3/25/17,2,0,-156,-15
Dirk Nowitzki,3/25/17,2,0,-169,7
Dirk Nowitzki,3/25/17,4,0,78,156
Dirk Nowitzki,3/25/17,4,1,55,239
Wesley Matthews,3/25/17,2,0,173,183
Jonas Valanciunas,3/25/17,1,1,169,47
Patrick Patterson,3/25/17,1,1,-230,16
Wesley Matthews,3/25/17,3,0,-187,154
Wesley Matthews,3/25/17,4,0,-168,174
Wesley Matthews,3/25/17,4,0,-176,174
Patrick Patterson,3/25/17,4,1,227,46
Patrick Patterson,3/25/17,4,1,233,11
DeMar DeRozan,3/25/17,1,1,235,31
Patrick Patterson,3/25/17,2,1,-106,214
Cory Joseph,3/25/17,3,0,-88,237
Dirk Nowitzki,3/25/17,2,0,-74,234
Dirk Nowitzki,3/25/17,2,0,135,21
Dirk Nowitzki,3/25/17,1,0,-12,183
Cory Joseph,3/25/17,2,0,-73,185
Cory Joseph,3/25/17,1,0,-22,198
Wesley Matthews,3/25/17,2,0,-95,234
DeMar DeRozan,3/25/17,2,0,-42,141
DeMar DeRozan,3/25/17,2,1,155,121
DeMar DeRozan,3/25/17,3,1,-129,154
Patrick Patterson,3/25/17,2,1,0,26
Wesley Matthews,3/25/17,3,1,1,-5
DeMar DeRozan,3/25/17,2,1,-11,0
Cory Joseph,3/25/17,3,0,-78,183
DeMar DeRozan,3/25/17,4,1,105,90
DeMar DeRozan,3/25/17,3,0,182,13
Jonas Valanciunas,3/25/17,1,0,45,129
Dirk Nowitzki,3/25/17,1,1,6,2
Jonas Valanciunas,3/25/17,2,0,-37,31
Patrick Patterson,3/25/17,2,0,0,11
Jonas Valanciunas,3/25/17,1,1,-24,11
Cody Zeller,3/26/17,1,1,-3,5
Kemba Walker,3/26/17,4,1,-7,0
Jeremy Lamb,3/26/17,2,1,-4,2
Marvin Williams,3/26/17,4,1,-14,7
Raymond Felton,3/26/17,2,0,17,105
Jeremy Lin,3/26/17,2,1,28,100
Raymond Felton,3/26/17,4,1,25,18
Jeremy Lin,3/26/17,1,1,25,8
Raymond Felton,3/26/17,4,0,-19,13
Eric Gordon,3/26/17,2,1,-14,11
Eric Gordon,3/26/17,2,1,-6,21
Jeremy Lin,3/26/17,1,1,17,2
Jeremy Lin,3/26/17,1,0,-7,3
Frank Kaminsky,3/26/17,2,0,9,7
Eric Gordon,3/26/17,3,0,-9,16
Anthony Davis,3/26/17,3,1,0,1
Cody Zeller,3/26/17,1,1,0,1
Cody Zeller,3/26/17,2,1,0,1
Anthony Davis,3/26/17,3,1,102,154
Nicolas Batum,3/26/17,1,0,145,75
Marvin Williams,3/26/17,4,0,-137,87
Anthony Davis,3/26/17,2,0,0,1
Zaza Pachulia,3/26/17,1,1,-35,36
Kemba Walker,3/26/17,2,0,145,200
Nicolas Batum,3/26/17,2,0,192,11
Nicolas Batum,3/26/17,2,1,168,180
Zaza Pachulia,3/26/17,3,0,-109,43
Anthony Davis,3/26/17,3,0,-147,154
Nicolas Batum,3/26/17,3,0,132,97
Eric Gordon,3/26/17,3,1,-7,259
Frank Kaminsky,3/26/17,1,0,12,111
